"","TEHSIL","DISTRICT","PROVINCE","X","Y","Shape_Le_1","Shape_Area","Population","Child Population","Population Density","Poverty","Births","Fertiltiy","Malaria Instance","Distance to Lakes Rivers","Night Lights","Elevation","Children Urban","Women Urban","Household Urban","Urban to Rural Ratio","Radio Instance","Electricity Instance","Television Instance","Mobile Phone Instance","Vacc Card Instance","School Enrolled","Antenatal Care","Child Age","Mother Age","Maternal Education","Num Total Clinics","Penta 1 Total","Penta 3 Total","Penta 1 Per Capita","Penta 3 Per Capital","Penta From Clinic","PentaFromOutreach","TotalClinicsCoverage","TotalOutreachCoverage","TotalFromUnknownCoverage","OutreachClinicRatio"
"44","JALALPUR PIRWALA","MULTAN","PUNJAB",71.202531771319,29.5774442055716,1.58360418294,0.0810897034058,557696.603168334,68094.118758,6877526.73576118,0.737164352101968,14033.9849480987,12.0566880997411,0,68094.118758,0.737164352101968,107.033505154639,0.415289256198347,0.446060606060606,0.453237410071942,0.438195757443632,0.0579439252336449,0.929236499068901,0.473880597014925,0.839851024208566,0.56020942408377,0.355721393034826,0.716049382716049,2.06451612903226,28.3818407960199,3.2972027972028,19,19101,19410,0.280508806757352,0.285046643587257,33,22,0.0319998267066787,0.0731046981853358,0.181146334294117,0.849869091911258
"45","JAMPUR","RAJANPUR","PUNJAB",70.3780180589748,29.5599091089474,2.28883986292,0.206002067795,756182.458784765,103996.4326,3670751.78845908,0.774866388421399,19021.6297413148,6.43492210463965,0,103996.4326,0.774866388421399,130.23630831643,0.301857585139319,0.454035874439462,0.389830508474576,0.381907989351119,0.146884272997033,0.819526627218935,0.439349112426036,0.794378698224852,0.172839506172839,0.407453416149068,0.644808743169399,2.20070422535211,27.7490683229814,3.48475609756098,15,16167,12942,0.155457255559745,0.1244465764492,0,2,0.043068785034459,0.0197987560584843,0.0639348853972131,0.597501797268152
"46","JAND","ATTOCK","PUNJAB",71.956116174592,33.3448964203595,3.18130298674,0.205458977304,353289.81147523,35444.790588,1719515.08817499,0.365268641270501,8505.47752919793,2.8754149862062,0,35444.790588,0.365268641270501,360.239607975667,0.394736842105263,0.428805237315876,0.398230088495575,0.407257389305571,0.141057934508816,0.964735516372796,0.768261964735516,0.904040404040404,0.641025641025641,0.727099236641221,0.845238095238095,1.9238578680203,29.5381679389313,3.56692913385827,18,15789,17356,0.44545333004014,0.489662929645745,156,3,0.0955006347574813,0.104980166006673,0.292849804662528,0.754086451144206
"47","JARANWALA","FAISALABAD","PUNJAB",73.4547909121505,31.3628020571341,2.29158472165,0.163703285004,1652980.90246013,171679.350798,10097420.478885,0.505709664861226,40564.0226061344,17.2539441114991,0,171679.350798,0.505709664861226,186.99531516184,0.435056746532156,0.449116392443632,0.451488952929875,0.445220697301888,0.028971028971029,0.99500998003992,0.738522954091816,0.859140859140859,0.4375,0.648521505376344,0.903474903474903,2.07213578500707,28.6317204301075,3.41761658031088,2,83696,76275,0.487513493096078,0.444287560766385,171,860,0.0255884005827169,0.133475574630767,0.293704512311025,0.919859165207239
"48","JATOI","MUZAFFARGARH","PUNJAB",70.8776857260271,29.5992893768533,1.7229129853,0.0962393044272,684254.359755888,95308.801006,7109926.28041582,0.797301949212625,17171.0416386649,12.5703086666654,0,95308.801006,0.797301949212625,107.604046242775,0.368110236220472,0.443548387096774,0.418451400329489,0.410036674548912,0.0612959719789842,0.84965034965035,0.386363636363636,0.715034965034965,0.309352517985612,0.354993983152828,0.715083798882682,2.08961303462322,27.7533092659446,3.40677966101695,15,9816,8713,0.102991537994293,0.0914186298435491,25,22,0.0300706752130853,0.0198617544237161,0.0463545858658097,0.606534870950027
"49","JHANG","JHANG","PUNJAB",72.3940883817511,31.4055610487774,3.51936039879,0.247510805332,1437355.47317362,151428.027882,5807243.32921796,0.518708268948811,36627.7528053522,10.2483919432994,0,151428.027882,0.518708268948811,158.666199943993,0.31328036322361,0.347266881028939,0.345517841601393,0.33535502861798,0.0288909599254427,0.931966449207829,0.447761194029851,0.776328052190121,0.265573770491803,0.465665236051502,0.672025723472669,1.9402390438247,28.3454935622318,3.28153846153846,32,77267,78592,0.51025560512622,0.519005636534094,2,659,0.0162717565200021,0.16393266390119,0.340471976827009,0.954388108328243
"50","JHELUM","JHELUM","PUNJAB",73.6164807613965,32.8572513098058,2.17828495582,0.0581237798343,470251.868497465,43637.189716,8090524.56392314,0.311320248964514,9850.68603534997,11.754995268914,0,43637.189716,0.311320248964514,254.892601431981,0.486284289276808,0.441266598569969,0.451994091580502,0.45984832647576,0.129411764705882,0.996638655462185,0.853781512605042,0.92436974789916,0.8125,0.891208791208791,0.935483870967742,1.93732970027248,28.9,3.59926017262639,20,22927,22032,0.525400470314741,0.504890441923251,174,601,0.0571530847020964,0.148657602430834,0.335699894868088,0.854517879017675
"51","KABIRWALA","KHANEWAL","PUNJAB",71.8709661473733,30.4968445236659,2.09632903847,0.154822348563,1055374.01711902,113869.162217,6816677.48173688,0.609282069377831,25875.952583015,11.5776074196935,0,113869.162217,0.609282069377831,134.215467143496,0.434782608695652,0.491935483870968,0.412844036697248,0.446520709754622,0.032520325203252,0.921022067363531,0.451800232288037,0.868757259001161,0.437229437229437,0.532731376975169,0.811926605504587,2.16129032258065,28.2332580887886,3.41242937853107,36,54273,58876,0.476625970924174,0.517049558051548,11,240,0.00735932348745156,0.147985632562108,0.364058180396545,0.980185846357553
"52","KAHUTA","RAWALPINDI","PUNJAB",73.4358214793422,33.6232350508927,1.30855484971,0.0595125445879,222907.847784768,21380.837667,3745560.69360357,0.397453931015737,5369.40781474113,6.26535334275512,0,21380.837667,0.397453931015737,749.786713286713,0.468401486988848,0.396039603960396,0.402750491159136,0.422397194036126,0.11353711790393,0.980392156862745,0.814814814814815,0.92156862745098,0.761194029850746,0.831029185867896,0.925,2.15983606557377,29.1858678955453,3.71534195933457,11,12878,13236,0.602315035573952,0.619059000687749,1,234,0.171929652956193,0.151444019660542,0.321596380230354,0.651630022744503
"53","KALLAR KAHAR","CHAKWAL","PUNJAB",72.6857350179897,32.757640984886,1.51871034369,0.0798594359591,201663.379429625,18409.977316,2525229.1981239,0.401969758390759,5720.73177230358,4.97022743032457,0,18409.977316,0.401969758390759,652.177083333333,0,0,0,0,0.0787746170678337,0.925764192139738,0.72707423580786,0.860262008733624,0.5,0.770440251572327,0.958904109589041,2.02955665024631,28.2327044025157,3.51020408163265,8,10008,9720,0.543618268953656,0.527974577760745,43,266,0.0187941567803722,0.20727890830607,0.31966362038292,0.944471192424972
"54","KALLAR SAYYEDAN","RAWALPINDI","PUNJAB",73.4626697920849,33.4361770935733,1.38207650772,0.0455330586755,266182.997026331,25499.343355,5845928.31602495,0.473271808428008,5829.00017619133,8.872146386897,0,25499.343355,0.473271808428008,547.5625,0,0,0,0,0.205179282868526,0.99403578528827,0.795228628230616,0.916500994035785,0.735849056603774,0.781163434903047,0.95959595959596,1.98540145985401,28.707756232687,3.50709219858156,11,9539,10511,0.374088064433611,0.412206693077019,173,917,0.11855207241669,0.10035552540996,0.218201697296216,0.647956212879935
"55","KALUR KOT","BHAKKAR","PUNJAB",71.428998517651,32.0531150906222,1.93806691214,0.167006998465,352736.391888435,39069.739409,2112105.45145124,0.692787295428478,8812.4434812963,3.69959843883136,0,39069.739409,0.692787295428478,187.389004581424,0.347003154574132,0.42507204610951,0.36,0.377358400227881,0.0666666666666667,0.961290322580645,0.481720430107527,0.838709677419355,0.545454545454545,0.484423676012461,0.771186440677966,1.91349480968858,27.9859813084112,3.32258064516129,0,15488,15101,0.396419332052986,0.386513967802953,2,62,0.0193500138837847,0.130177474355726,0.240697791750147,0.925590551181102
"56","KAMALIA","TOBA TEK SINGH","PUNJAB",72.484406706097,30.6712578151659,2.2259433776,0.104929680598,794717.610744163,81045.712255,7573811.39649929,0.426588146101172,19716.0057404339,13.1003360401554,0,81045.712255,0.426588146101172,150.145321831453,0.330628803245436,0.41534144059869,0.409090909090909,0.385020384311679,0.0521472392638037,0.973966309341501,0.633996937212864,0.834609494640122,0.42,0.595394736842105,0.780487804878049,2.00936768149883,28.4188596491228,3.31123388581952,12,29887,30557,0.368767195307808,0.377034134808468,21,177,0.0302175146822639,0.117612637791482,0.224441238085088,0.881341150249528
"57","KAMOKE","GUJRANWALA","PUNJAB",74.3847758723088,31.9934154036065,1.64943777354,0.0646604484061,629039.9434782,72326.632075,9728357.27224646,0.461653907759449,15992.4583806992,17.0677250594441,0,72326.632075,0.461653907759449,217.852721451441,0.415750915750916,0.403275332650972,0.418685121107266,0.412570456503052,0.0267857142857143,0.998217468805704,0.768270944741533,0.907308377896613,0.617977528089888,0.752747252747253,0.955801104972376,2.00392927308448,27.2340659340659,3.48613138686131,20,31676,31342,0.437957624891937,0.433339685546252,136,328,0.0359480308346709,0.0926353102278059,0.315374839745709,0.897678079496261
"58","KARORPACCA","LODHRAN","PUNJAB",71.9140523804769,29.6372347268287,1.69493650145,0.0664978827561,557772.793819058,65340.700679,8387827.8631043,0.718101041934275,13903.406073451,14.5738009155671,0,65340.700679,0.718101041934275,121.756558237146,0.381406436233611,0.425753424657534,0.383617193836172,0.396925684909106,0.0500848896434635,0.899067005937235,0.490245971162002,0.867684478371501,0.471186440677966,0.492909812819058,0.761437908496732,2.04055766793409,28.2030629608622,3.29228998849252,0,32030,31447,0.490199824415018,0.481277361173246,7,6,0.0282060030095809,0.161446080167156,0.292283367052076,0.911990831383411
"59","KASUR","KASUR","PUNJAB",74.4452101570202,31.0697148892772,2.92286647186,0.137050059805,1196462.03287881,138174.490488,8730109.52772427,0.558134469832923,32271.6345436275,16.9582945578705,121,138174.490488,0.558134469832923,198.435525634386,0.388335704125178,0.462758620689655,0.428571428571429,0.426555251128754,0.0246360582306831,0.961926091825308,0.508398656215006,0.744107744107744,0.337142857142857,0.520514883346742,0.728744939271255,1.86547811993517,27.2864038616251,3.31888544891641,33,60467,50410,0.437613337935568,0.364828557152364,61,645,0.0286738889791245,0.126969891027198,0.214366630883813,0.882020129831457
"60","KHAIRPUR TAMEWALI","BAHAWALPUR","PUNJAB",72.2622378458479,29.6121497874197,1.74800543447,0.0674442908616,291672.648054711,33276.460738,4324645.48635024,0.739989363484912,7373.65335959196,7.53952286256847,0,33276.460738,0.739989363484912,128.052523171988,0.351063829787234,0.427450980392157,0.387755102040816,0.388756637406736,0.0609037328094303,0.905882352941176,0.484313725490196,0.762745098039216,0.561224489795918,0.348201438848921,0.848,2.05538461538462,28.0690647482014,3.16115702479339,9,18702,18429,0.562018904211267,0.553814906732405,19,40,0.0399381415729213,0.168737896863772,0.34934604649,0.897406206577119
"61","KHAN PUR","RAHIM YAR KHAN","PUNJAB",70.6717213237782,28.5058017747004,3.51049162487,0.282515559213,1048763.66231431,37125.542943,3712233.28455198,0.785487321556171,7787.45212246082,7.7222618982346,15,129720.797478,0.785487321556171,76.2064203859553,0.42382271468144,0.435074626865672,0.414424111948332,0.424440484498481,0.0428061831153389,0.945368171021378,0.568883610451306,0.794292508917955,0.549450549450549,0.504424778761062,0.739495798319328,2.10470409711684,27.5518905872888,3.37639553429027,28,29690,24581,0.799718944059188,0.662104795012425,7,217,0.181896329714776,0.119917438159364,0.360641190367412,0.664730414060173
"62","KHANEWAL","KHANEWAL","PUNJAB",72.0066797104166,30.2764321461957,1.86252547199,0.111678581631,956998.913279235,103613.42663,8569225.17552452,0.593448267685966,23863.9561448097,14.8592504015005,0,103613.42663,0.593448267685966,135.978829389788,0.416149068322981,0.465024630541872,0.424947145877378,0.435373614914077,0.114001530221882,0.967275494672755,0.641768292682927,0.862490450725745,0.52972972972973,0.590859630032644,0.823353293413174,2.04927211646137,28.1115342763874,3.4475138121547,22,53985,55947,0.521023208630852,0.539958978480509,150,188,0.016667724021589,0.179455506923813,0.350620582501625,0.954619508093336
"63","KHARIAN","GUJRAT","PUNJAB",73.8249086080043,32.7316110689573,1.76556251931,0.121413241345,1228494.92753749,118834.551693,10118294.4621887,0.272027804527438,30383.7044320107,17.3720437004063,0,118834.551693,0.272027804527438,266.914857142857,0.382947976878613,0.385390428211587,0.376753507014028,0.381697304034743,0.0976645435244161,0.996815286624204,0.835456475583864,0.916135881104034,0.776119402985075,0.824734982332155,0.952941176470588,1.9304897314376,28.6367491166078,3.58269065981148,0,54294,54886,0.456887321292417,0.461869037397421,234,940,0.0453571787263073,0.154357463706244,0.281744656945361,0.861336214658743
"64","KHUSHAB","KHUSHAB","PUNJAB",72.3396819154097,32.3373003215038,3.21807433131,0.282120633646,786420.290120764,80840.7529339999,2787531.98572335,0.470376669537418,20167.9610975981,4.96747810285667,0,80840.7529339999,0.470376669537418,400.187176325524,0.432170542635659,0.441029900332226,0.429299363057325,0.434166602008403,0.0961538461538462,0.975274725274725,0.65474552957359,0.853021978021978,0.62962962962963,0.577272727272727,0.883977900552486,2.01702127659574,28.2890909090909,3.36220472440945,29,45278,43394,0.560088796265491,0.536783718917459,3,174,0.0418477052379999,0.156257822218863,0.34005126130435,0.890422051630875
"65","KOT ADDU","MUZAFFARGARH","PUNJAB",71.1421186382886,30.4301312947088,2.80958609222,0.297259256235,1270011.27799058,164612.786578,4272402.79773345,0.775734707288771,31127.113536302,7.29655732215237,0,164612.786578,0.775734707288771,131.280578898226,0.283216783216783,0.369172932330827,0.390139335476956,0.347509683674855,0.0554298642533937,0.857466063348416,0.398190045248869,0.820135746606335,0.573099415204678,0.428127428127428,0.633440514469453,2.0313630880579,28.1452991452991,3.21960072595281,0,26282,25374,0.159659529167538,0.154143554261362,28,7,0.0426273082782368,0.0260611589730135,0.0883467214322926,0.674536178107607
"66","KOT MOMIN","SARGODHA","PUNJAB",73.1111591578498,32.0955472211927,1.45493377581,0.085142475251,405362.808647545,41158.438303,4760993.93930627,0.503157567360467,11526.3618725389,9.37865083200889,0,41158.438303,0.503157567360467,193.041530944625,0.357702349869452,0.374677002583979,0.39047619047619,0.37428518097654,0.0552147239263804,0.985685071574642,0.515337423312883,0.830265848670757,0.575757575757576,0.527659574468085,0.72463768115942,2,28.490780141844,3.15322580645161,15,16449,14182,0.399650732102754,0.344570896874051,59,260,0.0232273147237056,0.0757560327494917,0.2582702463525,0.917486621784913
"67","KOT RADHA KISHAN","KASUR","PUNJAB",74.2018753743721,31.1716654207368,1.07500856362,0.0404713777675,585009.117032675,67443.800969,14454885.1386636,0.590644170482134,10629.54941082,18.2325032775643,0,67443.800969,0.590644170482134,201.678694158076,0.332474226804124,0.388489208633094,0.377777777777778,0.366247071071665,0.0296442687747036,0.988165680473373,0.594861660079051,0.846153846153846,0.55,0.593619972260749,0.704347826086957,2.10769230769231,27.246879334258,3.56775700934579,12,24996,20871,0.370619680991722,0.309457647702762,18,273,0.025843739157008,0.0658622428774696,0.221829134554215,0.895653735632184
"68","KOTLI SATTIAN","RAWALPINDI","PUNJAB",73.5182532983549,33.8168287630183,1.14164612788,0.0357738018149,133213.733446096,13296.256663,3723779.04186329,0.572570921331936,3388.11201012135,6.6045068423418,0,13296.256663,0.572570921331936,1115.33137254902,0,0,0,0,0.103950103950104,0.881742738589212,0.441908713692946,0.9149377593361,0.760416666666667,0.807692307692308,0.875,2.092,28.1338461538462,3.49333333333333,9,5009,4917,0.376722571394003,0.369803330713578,108,94,0.0625740026751468,0.113264961573042,0.190504746125176,0.752748885586924
"69","LAHORE CANTT","LAHORE","PUNJAB",74.4353588329581,31.4973988970076,1.8506433392,0.0979041316303,5747961.1854847,533926.409881999,58710098.2335436,0.435267549215683,134933.622401237,97.1444365739651,25,533926.409881999,0.435267549215683,213.373295046662,0.539160045402951,0.551146384479718,0.592942141977842,0.561082857286837,0.0374940673943996,0.996680891417734,0.806451612903226,0.871028923660503,0.554179566563467,0.700332225913621,0.838926174496644,2.01602564102564,27.5269102990033,3.67457305502846,90,136903,108664,0.256407994559131,0.203518683453054,163,3935,0.00675935846814098,0.042460907683908,0.165972310715226,0.960867868063236
"70","LAHORE CITY","LAHORE","PUNJAB",74.2365654223206,31.4643366109379,1.78899013568,0.0619308895648,4046471.16510858,382745.87535,65338495.7578342,0.440950040389205,89726.4905663729,58.6960061879168,0,382745.87535,0.440950040389205,260.91259176784,0.658670861187574,0.702078108204944,0.725886990801577,0.695545320064698,0.0382432028682402,0.99791169451074,0.857356013130409,0.922755741127349,0.650224215246637,0.796582914572864,0.9102416570771,1.95070743952533,28.3021105527638,3.85087055261166,75,145053,106262,0.37897991681127,0.277630686164362,91,5545,0.0231197788660899,0.0885914184417873,0.176422541296499,0.884135962500327
"71","LALIAN","CHINIOT","PUNJAB",72.7620815506644,31.7555687115291,2.45111226872,0.0933584651224,418270.501122832,41742.738349,4480263.25812499,0.377463358335573,13079.2787595987,9.70272905014743,0,41742.738349,0.377463358335573,176.175204157387,0.374418604651163,0.415950920245399,0.394594594594595,0.394988039830385,0.0408921933085502,0.907063197026022,0.574349442379182,0.808550185873606,0.492537313432836,0.480281690140845,0.760869565217391,2.01092896174863,27.8281690140845,3.3049853372434,15,23180,21441,0.555306166217418,0.51364622561983,55,305,0.0525121275387654,0.144647913357238,0.322499206627217,0.859971892168136
"72","LAYYAH","LAYYAH","PUNJAB",71.0335549438972,30.8682458590883,2.08339814457,0.190730581555,926461.639293318,111275.224685,4857436.24194927,0.803858380351103,22269.5341982367,8.22968743467725,0,111275.224685,0.803858380351103,143.918122270742,0.29676511954993,0.377741673436231,0.381752701080432,0.352086498022198,0.106821106821107,0.849420849420849,0.510939510939511,0.885456885456886,0.598540145985402,0.58992180712424,0.682352941176471,1.99846153846154,27.7993049522155,3.37849779086892,25,61521,56741,0.552872395217846,0.509915842997607,9,94,0.148532614036842,0.123926957137467,0.253380751014567,0.630436240860407
"73","LIAQAT PUR","RAHIM YAR KHAN","PUNJAB",70.8823890980036,28.4739981434265,4.52230198127,0.427832750092,1074599.23528889,135377.486603,2511727.38659631,0.785420007935891,22556.8112952579,3.6612256606489,41,135377.486603,0.785420007935891,103.690920903037,0.199312714776632,0.258750857927248,0.249237029501526,0.235766867401802,0.0578602620087336,0.910577971646674,0.435114503816794,0.8113413304253,0.396396396396396,0.417030567685589,0.662207357859532,2.04326328800989,27.4519650655022,3.23560209424084,36,35747,30517,0.264054244889548,0.225421528835828,45,84,0.0419789149776848,0.0468098511725477,0.13791067088393,0.76664066028826
"74","LODHRAN","LODHRAN","PUNJAB",71.5624388563573,29.5934492185142,1.88604631292,0.106353191974,738958.875980634,93686.087937,6948158.8870533,0.719163956271897,18543.145986557,12.0645061721256,0,93686.087937,0.719163956271897,113.374269005848,0.432926829268293,0.486947791164659,0.419062027231467,0.44631221588814,0.0430622009569378,0.938193343898574,0.540412044374009,0.827258320126783,0.510309278350515,0.439746300211416,0.770491803278688,2.0328227571116,27.3530655391121,3.34375,19,41620,40800,0.444249524304908,0.435496890716969,211,321,0.0485023988092624,0.137725891689241,0.250133189633859,0.837586675244835
"75","MAILSI","VEHARI","PUNJAB",72.1342318995052,29.8409881673524,2.74382800834,0.149272386179,1094751.01735209,123843.386551,7333915.16927529,0.582089919621123,27277.605738759,12.6990715729791,0,123843.386551,0.582089919621123,128.910399257196,0.368421052631579,0.389481707317073,0.374581939799331,0.377494899915994,0.0567375886524823,0.949232585596222,0.501770956316411,0.814639905548996,0.532407407407407,0.447552447552448,0.840579710144927,2.02425373134328,28.4982517482517,3.380859375,33,41817,46312,0.337660339922789,0.373956181995461,20,176,0.0348423934468478,0.119150488459255,0.220625426685567,0.863613376319616
"76","MALAKWAL","MANDI BAHAUDDIN","PUNJAB",73.2192237983379,32.434264378443,1.49364609732,0.0716019165719,459967.630712298,45939.431718,6423956.96559903,0.492311482386598,11244.8407713473,10.97057636229,0,45939.431718,0.492311482386598,207.50486381323,0.231481481481481,0.324287652645862,0.361581920903955,0.305783685010433,0.0411522633744856,0.991769547325103,0.668724279835391,0.905349794238683,0.677966101694915,0.660894660894661,0.871794871794872,2.0794701986755,28.3015873015873,3.46288209606987,17,26569,25167,0.578348468981817,0.547830024421897,149,234,0.0602967841875732,0.18271884710126,0.317134963476084,0.840244535440337
"77","MANDI BAHAUDDIN","MANDI BAHAUDDIN","PUNJAB",73.5270588408491,32.5336340331641,1.35541635726,0.0840603532713,733320.960326056,74073.443478,8723743.49842791,0.368566097022579,18541.6514340341,15.2606184642256,0,74073.443478,0.368566097022579,215.44921552436,0.404761904761905,0.405377456049638,0.408320493066256,0.406153284625933,0.0676567656765677,0.99341021416804,0.754530477759473,0.909390444810544,0.622641509433962,0.775395033860045,0.811188811188811,2.0570652173913,27.8656884875846,3.44395924308588,22,46439,44089,0.626931837100195,0.59520656702148,360,777,0.0940418005822683,0.179349026806695,0.335612857088026,0.781122352793314
"78","MANKERA","BHAKKAR","PUNJAB",71.6567126592477,31.4847296346076,2.75352050637,0.33758009463,266035.780844551,28544.857904,788067.143402327,0.789757089519206,6792.41361159086,1.39704105544855,0,28544.857904,0.789757089519206,165.380275890467,0.112860892388451,0.176933158584535,0.178723404255319,0.156172485076102,0.0851528384279476,0.845315904139434,0.406113537117904,0.827886710239651,0.54014598540146,0.341597796143251,0.685314685314685,2.00819672131148,27.7451790633609,3.10483870967742,9,8420,7939,0.294974318257864,0.278123647583038,36,11,0.0458926789688601,0.0836227669455488,0.152321655081377,0.768469423824673
"79","MIAN CHANNU","KHANEWAL","PUNJAB",72.3186456759985,30.3722220516629,1.95830672507,0.0961376073697,853017.947031451,91008.31317,8872885.13173773,0.531397115248755,21444.3948794603,15.472146377677,0,91008.31317,0.531397115248755,144.895608351332,0.306581059390048,0.398550724637681,0.403846153846154,0.369659312624628,0.039119804400978,0.981729598051157,0.586080586080586,0.918392204628502,0.534351145038168,0.614063777596075,0.796116504854369,2.24104234527687,28.1357318070319,3.40479360852197,23,52979,56976,0.582133633232354,0.626052697994424,2,727,0.0264371453133703,0.185257801323118,0.43104853428853,0.942212081181698
"80","MIANWALI","MIANWALI","PUNJAB",71.6703108847046,32.6324095272374,2.77735101746,0.283593037576,831826.860475466,88559.4433070001,2933170.9536506,0.513974833114839,20352.8945722897,4.99457535516311,0,88559.4433070001,0.513974833114839,293.39842983317,0.382920110192837,0.399774774774775,0.350649350649351,0.377781411872321,0.0967741935483871,0.980286738351254,0.711469534050179,0.906810035842294,0.474358974358974,0.504211793020457,0.864,2.02395209580838,28.9831528279182,3.6109785202864,23,32715,31005,0.369412891255315,0.350103826788049,13,212,0.0369921024530769,0.100294216724124,0.214511285195696,0.852916086741795
"81","MINCHINABAD","BAHAWALNAGAR","PUNJAB",73.6359485902159,30.1393583090142,2.01380381224,0.132189415974,533592.600014619,61534.775079,4036575.81874459,0.729385124024334,13969.3817409277,7.47025761546936,31,61534.775079,0.729385124024334,167.1008492569,0.375565610859729,0.409703504043127,0.391304347826087,0.392191154242981,0.016,0.922,0.422845691382766,0.748,0.33,0.407796101949025,0.689189189189189,2.01020408163265,28.1949025487256,3.11397058823529,0,27122,23688,0.440758903647247,0.384953060600103,74,86,0.0157796952821133,0.100772286760437,0.273097609903104,0.945375787578758
"82","MULTAN CITY","MULTAN","PUNJAB",71.4372979082205,30.1776953683303,0.907674684462,0.0267518025454,2333742.16012892,226931.399102,87236819.1327804,0.543523379192724,53342.6011110544,138.193267127084,0,226931.399102,0.543523379192724,121.638961038961,0.570524412296564,0.593235039028621,0.57208088714938,0.578613446158188,0.0925925925925926,0.984363894811656,0.741109530583215,0.869843527738265,0.624338624338624,0.662337662337662,0.917737789203085,1.95114345114345,27.6214526214526,3.38852578068264,31,67234,69599,0.296274558153056,0.306696209847615,3,464,0.0236811654150359,0.0739562707779211,0.212222725416474,0.899615197818209
"83","MULTAN SADDAR","MULTAN","PUNJAB",71.6373567777792,30.1219478812989,3.30577871126,0.154616692887,1329632.23632578,152807.733376,8599538.71408653,0.665801326839564,32489.0620031059,14.6018256193734,0,152807.733376,0.665801326839564,122.296229802513,0.553719008264463,0.560117302052786,0.565714285714286,0.559850198677178,0.0832072617246596,0.974358974358974,0.731523378582202,0.858220211161388,0.617886178861789,0.631851085832472,0.872093023255814,2.02422907488987,27.8986556359876,3.49099836333879,55,47829,47424,0.313001174373233,0.310350784952147,382,61,0.0602849070297566,0.0832811253648158,0.167504611412685,0.735348195817054
"84","MURIDKE","SHEIKHUPURA","PUNJAB",74.4042923676438,31.8749267332089,1.94167806354,0.0899762354387,719425.141868482,83865.316497,7995723.96378619,0.466068366913818,25504.1278384924,20.0032375203862,39,83865.316497,0.466068366913818,214.1734375,0.268370607028754,0.318499127399651,0.307692307692308,0.298187347373571,0.0538116591928251,0.992559523809524,0.808955223880597,0.907600596125186,0.46875,0.687068114511352,0.918781725888325,2.06741573033708,27.5409674234946,3.40229885057471,0,35178,35110,0.419458263193443,0.418647439329177,31,270,0.0368328664223249,0.125904252688031,0.264388199152544,0.877721478901116
"85","MURREE","RAWALPINDI","PUNJAB",73.3981269677906,33.8752060933371,1.16740136747,0.0373834065647,271926.897200094,23672.531214,7273999.94244683,0.414958182694938,6769.63135147095,12.4441752784392,0,23672.531214,0.414958182694938,1273.18784530387,0.418326693227092,0.405990016638935,0.398230088495575,0.407515599453867,0.153246753246753,1,0.685714285714286,0.922279792746114,0.727272727272727,0.810661764705882,0.919540229885057,1.96860986547085,28.3419117647059,3.63265306122449,15,10005,8276,0.422641749188317,0.349603509873315,224,204,0.0579574692540101,0.0718554338200228,0.234195488006,0.801619433198381
"86","MUZAFFARGARH","MUZAFFARGARH","PUNJAB",71.172955321218,30.1499003883334,3.87569596601,0.208819362273,1531316.64854698,194005.513486,7333211.97746505,0.723043560157494,37900.7425213605,12.6335808404535,0,194005.513486,0.723043560157494,118.248583805398,0.381182147165259,0.448323066392882,0.405756731662024,0.411753981740055,0.0591233435270133,0.885830784913354,0.484199796126402,0.771661569826707,0.430851063829787,0.451082897684839,0.781818181818182,2.07984293193717,28.2315160567588,3.42715231788079,37,40080,40872,0.206592066791402,0.21067442499746,11,23,0.0519418227808623,0.0488078912287372,0.115022504252748,0.688904667819215
"87","NANKANA SAHAB","NANKANA SAHIB","PUNJAB",73.8424625227167,31.3085500622524,2.81182414106,0.154208975573,1060537.29411764,114542.084982,6877273.45426528,0.510087573734377,18068.5186747611,8.11338961596814,0,114542.084982,0.510087573734377,191.641958670261,0.346551724137931,0.37014470677837,0.364016736401674,0.360237722439325,0.0210772833723653,0.982497082847141,0.64018691588785,0.82730455075846,0.525423728813559,0.512361466325661,0.90625,1.99611650485437,28.5072463768116,3.37104825291181,38,57309,57683,0.50033138482686,0.503596560243029,29,378,0.0135845265977524,0.141397810268123,0.354158037252202,0.963059683775699
"88","NAROWAL","NAROWAL","PUNJAB",74.8119283893028,32.0891875804858,1.41311476685,0.0695530053472,652602.426189956,75142.007211,9382807.01074304,0.541772496477747,16339.5562312603,16.6730165625105,33,75142.007211,0.541772496477747,232.312815338042,0.355590062111801,0.372564935064935,0.400482509047045,0.376212502074594,0.0196592398427261,0.998692810457516,0.750326797385621,0.855643044619423,0.735537190082645,0.70770593445527,0.959090909090909,2.03418803418803,27.8379096545616,3.50501253132832,20,32852,31383,0.437198861453768,0.417649210672215,769,720,0.0530994599172207,0.137433113424847,0.242341144133481,0.82027027027027
